"module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"magenta",113,111,8,3.93526278510935e-09,7.20940142232033e-05,17,0.153153153153153,0.215189873417722,79,"GO:0004175","MF","endopeptidase activity","Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain."
"magenta",113,111,9,2.81128270671091e-08,0.000515026991869438,11,0.0990990990990991,0.323529411764706,34,"GO:0007586","BP","digestion","The whole of the physical, chemical, and biochemical processes carried out by multicellular organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism."
"magenta",113,111,10,5.52465870900417e-08,0.00101211747548956,11,0.0990990990990991,0.305555555555556,36,"GO:0005903","CC","brush border","The dense covering of microvilli on the apical surface of a epithelial cells in tissues such as the intestine, kidney, and choroid plexus; the microvilli aid absorption by increasing the surface area of the cell."
"midnightblue",41,36,1,0.000157938278723458,1,2,0.0555555555555556,1,2,"GO:0002840","BP","regulation of T cell mediated immune response to tumor cell","Any process that modulates the frequency, rate, or extent of a T cell mediated immune response to tumor cell."
"midnightblue",41,36,2,0.000215556818427982,1,7,0.194444444444444,0.0693069306930693,101,"GO:1990234","CC","transferase complex",NA
"midnightblue",41,36,3,0.000498216555133834,1,3,0.0833333333333333,0.230769230769231,13,"GO:0002039","MF","p53 binding","Interacting selectively and non-covalently with one of the p53 family of proteins."
"midnightblue",41,36,4,0.000932478830115874,1,2,0.0555555555555556,0.5,4,"GO:0098761","BP","cellular response to interleukin-7","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-7 stimulus."
"midnightblue",41,36,5,0.00154167150217637,1,2,0.0555555555555556,0.4,5,"GO:0002418","BP","immune response to tumor cell","An immune system process that functions in the response of an organism to a tumor cell."
"midnightblue",41,36,6,0.0029416272130319,1,17,0.472222222222222,0.024113475177305,705,"GO:0044267","BP","cellular protein metabolic process","The chemical reactions and pathways involving a specific protein, rather than of proteins in general, occurring at the level of an individual cell. Includes cellular protein modification."
"midnightblue",41,36,7,0.00318586459829676,1,2,0.0555555555555556,0.285714285714286,7,"GO:0033273","BP","response to vitamin","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a vitamin stimulus."
"midnightblue",41,36,8,0.00500410627295796,1,3,0.0833333333333333,0.107142857142857,28,"GO:0050821","BP","protein stabilization","Any process involved in maintaining the structure and integrity of a protein and preventing it from degradation or aggregation."
"midnightblue",41,36,9,0.00537449118611842,1,2,0.0555555555555556,0.222222222222222,9,"GO:0008080","MF","N-acetyltransferase activity","Catalysis of the transfer of an acetyl group to a nitrogen atom on the acceptor molecule."
"midnightblue",41,36,10,0.00559428948408278,1,7,0.194444444444444,0.04,175,"GO:1902494","CC","catalytic complex",NA
"pink",106,94,1,4.67788119977872e-07,0.00856987835799462,6,0.0638297872340425,0.545454545454545,11,"GO:0015934","CC","large ribosomal subunit","The larger of the two subunits of a ribosome. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site)."
"pink",106,94,2,4.16133320930763e-06,0.0762356243945158,5,0.0531914893617021,0.555555555555556,9,"GO:0005746","CC","mitochondrial respirasome","The protein complexes that form the mitochondrial electron transport system (the respiratory chain), associated with the inner mitochondrial membrane. The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient."
"pink",106,94,3,4.16133320930763e-06,0.0762356243945158,5,0.0531914893617021,0.555555555555556,9,"GO:0022625","CC","cytosolic large ribosomal subunit","The large subunit of a ribosome located in the cytosol."
"pink",106,94,4,7.86876059355818e-06,0.144155694073986,7,0.074468085106383,0.291666666666667,24,"GO:0005840","CC","ribosome","An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins."
"pink",106,94,5,8.10419609382158e-06,0.148468872438811,5,0.0531914893617021,0.5,10,"GO:0070469","CC","respirasome","The protein complexes that form the electron transport system (the respiratory chain), associated with a cell membrane, usually the plasma membrane (in prokaryotes) or the inner mitochondrial membrane (on eukaryotes). The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient."
"pink",106,94,6,8.46473335678534e-06,0.155073915096307,12,0.127659574468085,0.15,80,"GO:1990904","CC","ribonucleoprotein complex",NA
"pink",106,94,7,1.55529504267573e-05,0.284930051818193,6,0.0638297872340425,0.333333333333333,18,"GO:0022626","CC","cytosolic ribosome","A ribosome located in the cytosol."
"pink",106,94,8,2.92154021444864e-05,0.535226167286991,12,0.127659574468085,0.133333333333333,90,"GO:0031966","CC","mitochondrial membrane","Either of the lipid bilayers that surround the mitochondrion and form the mitochondrial envelope."
"pink",106,94,9,4.21313953974139e-05,0.771847163680624,17,0.180851063829787,0.0971428571428571,175,"GO:1902494","CC","catalytic complex",NA
"pink",106,94,10,5.64704736281008e-05,1,12,0.127659574468085,0.125,96,"GO:0005740","CC","mitochondrial envelope","The double lipid bilayer enclosing the mitochondrion and separating its contents from the cell cytoplasm; includes the intermembrane space."
"purple",75,68,1,3.58903275890253e-12,6.57510801430943e-08,21,0.308823529411765,0.146853146853147,143,"GO:0000981","MF","DNA-binding transcription factor activity, RNA polymerase II-specific","Interacting selectively and non-covalently with a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within the regulatory region of a RNA polymerase II-transcribed gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units."
"purple",75,68,2,2.33029415689388e-11,4.26909889542959e-07,21,0.308823529411765,0.133757961783439,157,"GO:0003700","MF","DNA-binding transcription factor activity","Interacting selectively and non-covalently with a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons."
"purple",75,68,3,4.32916134629333e-11,7.93102358640938e-07,21,0.308823529411765,0.12962962962963,162,"GO:0000977","MF","RNA polymerase II transcription regulatory region sequence-specific DNA binding","Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."
"purple",75,68,4,3.0196958796608e-10,5.53208285153859e-06,21,0.308823529411765,0.11731843575419,179,"GO:0000976","MF","transcription regulatory region sequence-specific DNA binding","Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon."
"purple",75,68,5,7.71681755832794e-10,1.41372097668568e-05,21,0.308823529411765,0.111702127659574,188,"GO:1990837","MF","sequence-specific double-stranded DNA binding",NA
"purple",75,68,6,2.98661985168113e-09,5.47148756827984e-05,21,0.308823529411765,0.103960396039604,202,"GO:0003690","MF","double-stranded DNA binding","Interacting selectively and non-covalently with double-stranded DNA."
"purple",75,68,7,2.98661985168113e-09,5.47148756827984e-05,21,0.308823529411765,0.103960396039604,202,"GO:0043565","MF","sequence-specific DNA binding","Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding."
"purple",75,68,8,6.70796193437868e-09,0.000122889862637817,21,0.308823529411765,0.0995260663507109,211,"GO:0140110","MF","transcription regulator activity",NA
"purple",75,68,9,4.81857593186847e-08,0.000882763110718304,16,0.235294117647059,0.119402985074627,134,"GO:0000978","MF","RNA polymerase II cis-regulatory region sequence-specific DNA binding","Interacting selectively and non-covalently with a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by RNA polymerase II."
"purple",75,68,10,6.64275794796191e-08,0.00121695325606662,16,0.235294117647059,0.116788321167883,137,"GO:0000987","MF","cis-regulatory region sequence-specific DNA binding","Interacting selectively and non-covalently with a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by some RNA polymerase. The proximal promoter is in cis with and relatively close to the core promoter."
"red",203,199,1,1.11724496212902e-38,2.04679277062036e-34,89,0.447236180904523,0.295681063122924,301,"GO:0007049","BP","cell cycle","The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."
"red",203,199,2,1.22010130175619e-36,2.23522558481735e-32,66,0.331658291457286,0.397590361445783,166,"GO:0000278","BP","mitotic cell cycle","Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent."
"red",203,199,3,1.30413712506312e-33,2.38917921311564e-29,36,0.180904522613065,0.765957446808511,47,"GO:0000775","CC","chromosome, centromeric region","The region of a chromosome that includes the centromeric DNA and associated proteins. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chromosome."
"red",203,199,4,6.4258740558939e-29,1.17722012703976e-24,38,0.190954773869347,0.59375,64,"GO:0007059","BP","chromosome segregation","The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."
"red",203,199,5,5.42966567224478e-27,9.94714751155244e-23,49,0.246231155778894,0.401639344262295,122,"GO:0051301","BP","cell division","The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells."
"red",203,199,6,1.02233787533565e-26,1.87292298761491e-22,60,0.301507537688442,0.317460317460317,189,"GO:0005694","CC","chromosome","A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information."
"red",203,199,7,7.32974042484473e-25,1.34280844583155e-20,28,0.14070351758794,0.717948717948718,39,"GO:0000819","BP","sister chromatid segregation","The cell cycle process in which sister chromatids are organized and then physically separated and apportioned to two or more sets."
"red",203,199,8,7.54864773686971e-25,1.38291226539453e-20,27,0.135678391959799,0.75,36,"GO:0000070","BP","mitotic sister chromatid segregation","The cell cycle process in which replicated homologous chromosomes are organized and then physically separated and apportioned to two sets during the mitotic cell cycle. Each replicated chromosome, composed of two sister chromatids, aligns at the cell equator, paired with its homologous partner. One homolog of each morphologic type goes into each of the resulting chromosome sets."
"red",203,199,9,1.5859267086997e-24,2.90541773033785e-20,39,0.195979899497487,0.469879518072289,83,"GO:0048285","BP","organelle fission","The creation of two or more organelles by division of one organelle."
"red",203,199,10,2.41309949993427e-24,4.42079828387958e-20,32,0.160804020100503,0.592592592592593,54,"GO:0140014","BP","mitotic nuclear division",NA
"salmon",78,78,1,1.90036351812738e-20,3.48146596520937e-16,29,0.371794871794872,0.224806201550388,129,"GO:0008610","BP","lipid biosynthetic process","The chemical reactions and pathways resulting in the formation of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."
"salmon",78,78,2,4.23277738551023e-18,7.75444817025473e-14,37,0.474358974358974,0.132616487455197,279,"GO:0006629","BP","lipid metabolic process","The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."
"salmon",78,78,3,7.06740636811014e-15,1.29474884663778e-10,30,0.384615384615385,0.138248847926267,217,"GO:0044255","BP","cellular lipid metabolic process","The chemical reactions and pathways involving lipids, as carried out by individual cells."
"salmon",78,78,4,5.57075103238213e-14,1.02056158913241e-09,25,0.320512820512821,0.162337662337662,154,"GO:0032787","BP","monocarboxylic acid metabolic process","The chemical reactions and pathways involving monocarboxylic acids, any organic acid containing one carboxyl (COOH) group or anion (COO-)."
"salmon",78,78,5,9.43972189503894e-14,1.72935705117113e-09,11,0.141025641025641,0.611111111111111,18,"GO:0016126","BP","sterol biosynthetic process","The chemical reactions and pathways resulting in the formation of sterols, steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule."
"salmon",78,78,6,1.77032575441877e-13,3.24323678209518e-09,28,0.358974358974359,0.133971291866029,209,"GO:0019752","BP","carboxylic acid metabolic process","The chemical reactions and pathways involving carboxylic acids, any organic acid containing one or more carboxyl (COOH) groups or anions (COO-)."
"salmon",78,78,7,9.50066801959366e-13,1.74052238118956e-08,28,0.358974358974359,0.125560538116592,223,"GO:0006082","BP","organic acid metabolic process","The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage."
"salmon",78,78,8,2.38581274817145e-12,4.37080895465009e-08,10,0.128205128205128,0.588235294117647,17,"GO:0006695","BP","cholesterol biosynthetic process","The chemical reactions and pathways resulting in the formation of cholesterol, cholest-5-en-3 beta-ol, the principal sterol of vertebrates and the precursor of many steroids, including bile acids and steroid hormones."
"salmon",78,78,9,2.709892462313e-12,4.96452299095741e-08,13,0.166666666666667,0.361111111111111,36,"GO:0006694","BP","steroid biosynthetic process","The chemical reactions and pathways resulting in the formation of steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus; includes de novo formation and steroid interconversion by modification."
"salmon",78,78,10,3.59099076023319e-12,6.5786950727472e-08,11,0.141025641025641,0.478260869565217,23,"GO:0006637","BP","acyl-CoA metabolic process","The chemical reactions and pathways involving acyl-CoA, any derivative of coenzyme A in which the sulfhydryl group is in thiolester linkage with an acyl group."
"tan",81,73,1,0.00036753135035442,1,38,0.520547945205479,0.0413492927094668,919,"GO:0003824","MF","catalytic activity","Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."
"tan",81,73,2,0.00126157758232661,1,16,0.219178082191781,0.0583941605839416,274,"GO:0005794","CC","Golgi apparatus","A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways."
"tan",81,73,3,0.00143963407997165,1,12,0.164383561643836,0.0685714285714286,175,"GO:1902494","CC","catalytic complex",NA
"tan",81,73,4,0.00174414748548054,1,3,0.0410958904109589,0.3,10,"GO:0030134","CC","COPII-coated ER to Golgi transport vesicle","A vesicle with a coat formed of the COPII coat complex proteins. The COPII coat complex is formed by the Sec23p/Sec24p and the Sec13p/Sec31p heterodimers. COPII-associated vesicles transport proteins from the rough endoplasmic reticulum to the Golgi apparatus (anterograde transport)."
"tan",81,73,5,0.00184752107257691,1,13,0.178082191780822,0.0634146341463415,205,"GO:0046907","BP","intracellular transport","The directed movement of substances within a cell."
"tan",81,73,6,0.00194334496079969,1,2,0.0273972602739726,0.666666666666667,3,"GO:0048490","BP","anterograde synaptic vesicle transport","The directed movement of synaptic vesicle along axonal microtubules from the cell body to the presynapse."
"tan",81,73,7,0.00235390021671675,1,3,0.0410958904109589,0.272727272727273,11,"GO:0032365","BP","intracellular lipid transport","The directed movement of lipids within cells."
"tan",81,73,8,0.00259613811432006,1,66,0.904109589041096,0.0302891234511244,2179,"GO:0005622","CC","intracellular","The living contents of a cell; the matter contained within (but not including) the plasma membrane, usually taken to exclude large vacuoles and masses of secretory or ingested material. In eukaryotes it includes the nucleus and cytoplasm."
"tan",81,73,9,0.00382164340649834,1,2,0.0273972602739726,0.5,4,"GO:0006622","BP","protein targeting to lysosome","The process of directing proteins towards the lysosome using signals contained within the protein."
"tan",81,73,10,0.00382164340649834,1,2,0.0273972602739726,0.5,4,"GO:0071786","BP","endoplasmic reticulum tubular network organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the endoplasmic reticulum (ER) tubular network. The ER tubular network is the ER part that that has membranes with high curvature in cross-section."
"turquoise",529,506,1,4.56328363672488e-05,0.835993562247998,25,0.0494071146245059,0.390625,64,"GO:0003712","MF","transcription coregulator activity","A protein or a member of a complex that interacts specifically and non-covalently with a DNA-bound DNA-binding transcription factor to either activate or repress the transcription of specific genes. Coregulators often act by altering chromatin structure and modifications. For example, one class of transcription coregulators modifies chromatin structure through covalent modification of histones. A second ATP-dependent class modifies the conformation of chromatin. A third class modulates interactions of DNA-binding transcription factor with other transcription coregulators."
"turquoise",529,506,2,0.000151306439790285,1,9,0.0177865612648221,0.642857142857143,14,"GO:0000956","BP","nuclear-transcribed mRNA catabolic process","The chemical reactions and pathways resulting in the breakdown of nuclear-transcribed mRNAs in eukaryotic cells."
"turquoise",529,506,3,0.000332973500950002,1,15,0.0296442687747036,0.441176470588235,34,"GO:0007606","BP","sensory perception of chemical stimulus","The series of events required for an organism to receive a sensory chemical stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process."
"turquoise",529,506,4,0.000454968037995058,1,13,0.0256916996047431,0.464285714285714,28,"GO:0007608","BP","sensory perception of smell","The series of events required for an organism to receive an olfactory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Olfaction involves the detection of chemical composition of an organism's ambient medium by chemoreceptors. This is a neurological process."
"turquoise",529,506,5,0.000613940987292428,1,9,0.0177865612648221,0.5625,16,"GO:0006413","BP","translational initiation","The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA or circRNA, and an initiation complex that contains the first aminoacyl-tRNA."
"turquoise",529,506,6,0.000670091072365051,1,41,0.0810276679841897,0.288732394366197,142,"GO:0044265","BP","cellular macromolecule catabolic process","The chemical reactions and pathways resulting in the breakdown of a macromolecule, any large molecule including proteins, nucleic acids and carbohydrates, as carried out by individual cells."
"turquoise",529,506,7,0.000812430787173516,1,72,0.142292490118577,0.250871080139373,287,"GO:0010557","BP","positive regulation of macromolecule biosynthetic process","Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."
"turquoise",529,506,8,0.000919062342494837,1,36,0.0711462450592885,0.295081967213115,122,"GO:0008134","MF","transcription factor binding","Interacting selectively and non-covalently with a transcription factor, a protein required to initiate or regulate transcription."
"turquoise",529,506,9,0.00092044667645206,1,64,0.126482213438735,0.256,250,"GO:0045893","BP","positive regulation of transcription, DNA-templated","Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."
"turquoise",529,506,10,0.000989508134300764,1,15,0.0296442687747036,0.405405405405405,37,"GO:0003713","MF","transcription coactivator activity","A protein or a member of a complex that interacts specifically and non-covalently with a DNA-bound DNA-binding transcription factor to activate the transcription of specific genes. Coactivators often act by altering chromatin structure and modifications. For example, one class of transcription coregulators modifies chromatin structure through covalent modification of histones. A second ATP-dependent class modifies the conformation of chromatin. Another type of coregulator activity is the bridging of a DNA-binding transcription factor to the basal transcription machinery. The Mediator complex, which bridges transcription factors and RNA polymerase, is also a transcription coactivator."
"yellow",199,140,1,0.000119241628782358,1,3,0.0214285714285714,1,3,"GO:0016151","MF","nickel cation binding","Interacting selectively and non-covalently with nickel (Ni) cations."
"yellow",199,140,2,0.000259609079725932,1,5,0.0357142857142857,0.384615384615385,13,"GO:0006900","BP","vesicle budding from membrane","The evagination of a membrane, resulting in formation of a vesicle."
"yellow",199,140,3,0.000960923053584116,1,4,0.0285714285714286,0.4,10,"GO:0003156","BP","regulation of animal organ formation","Any process that modulates the rate, frequency or extent of animal organ formation. Organ formation is the process pertaining to the initial formation of an organ from unspecified parts. The process begins with the specific processes that contribute to the appearance of the discrete structure, such as inductive events, and ends when the structural rudiment of the organ is recognizable, such as a condensation of mesenchymal cells into the organ rudiment."
"yellow",199,140,4,0.000960923053584116,1,4,0.0285714285714286,0.4,10,"GO:0030666","CC","endocytic vesicle membrane","The lipid bilayer surrounding an endocytic vesicle."
"yellow",199,140,5,0.00110725818002835,1,3,0.0214285714285714,0.6,5,"GO:0019883","BP","antigen processing and presentation of endogenous antigen","The process in which an antigen-presenting cell expresses antigen (peptide or lipid) of endogenous origin on its cell surface in association with an MHC protein complex."
"yellow",199,140,6,0.00110725818002835,1,3,0.0214285714285714,0.6,5,"GO:0019885","BP","antigen processing and presentation of endogenous peptide antigen via MHC class I","The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC class I protein complex. The peptide antigen is typically, but not always, processed from a whole protein. Class I here refers to classical class I molecules."
"yellow",199,140,7,0.00111233512772464,1,10,0.0714285714285714,0.153846153846154,65,"GO:0005996","BP","monosaccharide metabolic process","The chemical reactions and pathways involving monosaccharides, the simplest carbohydrates. They are polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms. They form the constitutional repeating units of oligo- and polysaccharides."
"yellow",199,140,8,0.0012563096959678,1,10,0.0714285714285714,0.151515151515152,66,"GO:0019439","BP","aromatic compound catabolic process","The chemical reactions and pathways resulting in the breakdown of aromatic compounds, any substance containing an aromatic carbon ring."
"yellow",199,140,9,0.00168877746094866,1,92,0.657142857142857,0.0609675281643473,1509,"GO:0044237","BP","cellular metabolic process","The chemical reactions and pathways by which individual cells transform chemical substances."
"yellow",199,140,10,0.00184176693513724,1,5,0.0357142857142857,0.263157894736842,19,"GO:0043407","BP","negative regulation of MAP kinase activity","Any process that stops, prevents, or reduces the frequency, rate or extent of MAP kinase activity."
